Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00   108206     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.00     0.00    94860     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      0.00     0.00    92966     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00    62897     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      0.00     0.00    61680     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      0.00     0.00    32640     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.00     0.00    30102     0.00     0.00  std::vector<Permutation, std::allocator<Permutation> >::size() const
  0.00      0.00     0.00    29520     0.00     0.00  std::vector<Permutation, std::allocator<Permutation> >::operator[](unsigned long)
  0.00      0.00     0.00    29040     0.00     0.00  Permutation::operator==(Permutation const&) const
  0.00      0.00     0.00    29040     0.00     0.00  bool std::__equal<true>::equal<int>(int const*, int const*, int const*)
  0.00      0.00     0.00    29040     0.00     0.00  bool std::__equal_aux<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00    29040     0.00     0.00  bool std::__equal_aux1<int const*, int const*>(int const*, int const*, int const*)
  0.00      0.00     0.00    29040     0.00     0.00  bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
